Sakaling Maging Tayo,2019,90 min,"International Romantic ","A college student seizes his chance with a crush when an unexpected encounter turns into a night of bold dare deep confessions and possible romance."
GrizzlieMiranda de Pencier,2018,106 min,"Drama Independent Sports ",A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.
Rose Island,2020,119 min,"Comedie Drama International ","An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government."
Angels & DemonRon Howard,2009,139 min,ThrillerA Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
Effie Gray,2014,109 min,"Drama International Romantic ","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
Andhaghaaram,2020,171 min,"Horror International Movie Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
Andhakaaram,2020,171 min,"Horror International Movie Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
The Suit,2018,97 min,"Action & Adventure, Comedie International ","After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger."
Machete KillRobert Rodriguez,2013,108 min,Action & Adventure,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.
40 StickVictor Gatonye,2019,93 min,"International Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
Break Ke Baad,2010,108 min,"Comedie International Music & Musicals",Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.
Hawaizaada Puri,2015,129 min,"Drama International Romantic ","In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane."
Singham,2011,142 min,"Action & Adventure, Drama International ",A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
Well Done Abba,2009,135 min,"Comedie International ","On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government."
Loving"United Kingdom,2016,124 min,"Drama Romantic ",A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving.
The Life Ahead,2020,95 min,"Drama International ",A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
Prom NightCormick,2008,88 min,Horror "On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends."
Elliot the Littlest Reindeer,2018,90 min,Children & Family "When Blitzen suddenly retire a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
In Line,2017,114 min,"Drama International ","A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
Kaali Khuhi,2020,91 min,"Horror International ","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
Guillermo Vilas: Settling the Score,2020,95 min,"Documentarie International Sports ","An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vila was wrongly denied the No. 1 world ranking in the 1970s."
Ajab Prem Ki Ghazab Kahani,2009,150 min,"Comedie International Music & Musicals","A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."
Rebecca,2020,123 min,"Drama Romantic Thrillers","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
Beirut Oh Beirut,1975,106 min,"Classic Drama International ","In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines."
Bosta,2005,112 min,"Drama International Music & Musicals","After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
What Did I MesShady Hanna,2018,98 min,"Comedie International Romantic ","In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion."
I Am Vengeance: Retaliation,2020,82 min,Action & Adventure,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice."
Unfriended,2014,83 min,"Horror Thrillers",Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
El-Khawaga's Dilemma,2018,94 min,"Action & Adventure, Comedie International ","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
Love Like the Falling Rain Susatyo,2020,87 min,"Drama International Romantic ","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident."
Fida,2004,117 min,"International Romantic Movie Thrillers",An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
Dil,1990,165 min,"Comedie Drama International ",A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
Phir Hera Pheri,2006,150 min,"Comedie International ","Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
The Legend of Bhagat Singh,2002,156 min,"Drama International ","This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
David Attenborough: A Life on Our Planet,2020,84 min,Documentarie"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future."
Good Game: The Beginning,2018,115 min,"Drama International Sports ",New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
